PARROQUIA,ZONA,MES,DIA_SEMANA,HORA_NUM,ACCIDENTES,PROM_LESIONADOS,PROM_FALLECIDOS,PROM_TOTAL_VICTIMAS,CAUSA_MAS_FRECUENTE,TIPO_SINIESTRO_MAS_FRECUENTE,TIPO_VEHICULO_MAS_FRECUENTE,LATITUD_PROM,LONGITUD_PROM,RIESGO_PORC,NIVEL_RIESGO
CUENCA,URBANA,10,3,17,1,0.0,0.0,0.0,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,VEHÍCULO DEPORTIVO UTILITARIO,-2.923197,-79.029347,20.0,BAJO
CUENCA,URBANA,10,3,19,1,3.0,0.0,3.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,VEHÍCULO DEPORTIVO UTILITARIO,-2.909787,-78.994065,20.0,BAJO
CUENCA,URBANA,10,3,21,1,1.0,0.0,1.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,BICICLETA,-2.906478,-79.009244,20.0,BAJO
CUENCA,URBANA,10,4,1,2,0.0,0.0,0.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,AUTOMÓVIL,-2.899208,-78.9680285,40.0,MEDIO
CUENCA,URBANA,10,4,7,2,0.5,0.0,0.5,CONDUCIR VEHÍCULO SUPERANDO LOS LÍMITES MÁXIMOS DE VELOCIDAD.,ATROPELLOS,AUTOMÓVIL,-2.887686,-79.0056905,40.0,MEDIO
CUENCA,URBANA,10,4,11,1,0.0,0.0,0.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",ATROPELLOS,NO IDENTIFICADO,-2.903034,-78.996771,20.0,BAJO
CUENCA,URBANA,10,4,12,1,1.0,0.0,1.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,MOTOCICLETA,-2.914084,-78.996903,20.0,BAJO
CUENCA,URBANA,10,4,13,1,0.0,0.0,0.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,BUS,-2.93501,-79.045261,20.0,BAJO
CUENCA,URBANA,10,4,14,1,0.0,0.0,0.0,"CONDUCIR EN ESTADO DE SOMNOLENCIA O MALAS CONDICIONES FÍSICAS (SUEÑO, CANSANCIO Y FATIGA).",PÉRDIDA DE CARRIL,AUTOMÓVIL,-2.89792,-79.031546,20.0,BAJO
CUENCA,URBANA,10,4,15,1,0.0,0.0,0.0,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO AL PEATÓN.,ATROPELLOS,NO IDENTIFICADO,-2.902274,-79.0227,20.0,BAJO
CUENCA,URBANA,10,4,18,1,1.0,0.0,1.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,NO IDENTIFICADO,-2.918944,-79.053352,20.0,BAJO
CUENCA,URBANA,10,4,19,1,1.0,0.0,1.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",ROZAMIENTOS,CAMIONETA,-2.921638,-79.045569,20.0,BAJO
CUENCA,URBANA,10,4,22,1,0.0,0.0,0.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",ESTRELLAMIENTOS,AUTOMÓVIL,-2.913093,-79.036862,20.0,BAJO
CUENCA,URBANA,10,5,0,1,4.0,0.0,4.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",PÉRDIDA DE CARRIL,AUTOMÓVIL,-2.897776,-78.996677,20.0,BAJO
CUENCA,URBANA,10,5,1,1,2.0,0.0,2.0,"CONDUCIR EN ESTADO DE SOMNOLENCIA O MALAS CONDICIONES FÍSICAS (SUEÑO, CANSANCIO Y FATIGA).",CHOQUE LATERAL,NO IDENTIFICADO,-2.903653,-79.010406,20.0,BAJO
CUENCA,URBANA,10,5,3,1,2.0,0.0,2.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,CAMIONETA,-2.903009,-78.996755,20.0,BAJO
CUENCA,URBANA,10,5,4,1,1.0,0.0,1.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,VEHÍCULO DEPORTIVO UTILITARIO,-2.892102,-79.003007,20.0,BAJO
CUENCA,URBANA,10,5,9,1,1.0,0.0,1.0,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO AL PEATÓN.,ATROPELLOS,CAMIONETA,-2.898032,-79.004149,20.0,BAJO
CUENCA,URBANA,10,5,13,1,0.0,0.0,0.0,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,SCOOTER ELÉCTRICO,-2.874417,-78.983653,20.0,BAJO
CUENCA,URBANA,10,5,14,1,1.0,0.0,1.0,PEATÓN QUE CRUZA LA CALZADA SIN RESPETAR LA SEÑALIZACIÓN EXISTENTE (SEMÁFOROS O SEÑALES MANUALES).,ATROPELLOS,AUTOMÓVIL,-2.858183,-78.988631,20.0,BAJO
CUENCA,URBANA,10,5,15,1,1.0,0.0,1.0,NO GUARDAR LA DISTANCIA LATERAL MÍNIMA DE SEGURIDAD ENTRE VEHÍCULOS.,ROZAMIENTOS,MOTOCICLETA,-2.868882,-78.983395,20.0,BAJO
CUENCA,URBANA,10,5,19,1,0.0,1.0,1.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",PÉRDIDA DE PISTA,MOTOCICLETA,-2.854,-78.98592,20.0,BAJO
CUENCA,URBANA,10,5,20,2,1.0,0.5,1.5,"ADELANTAR O REBASAR A OTRO VEHÍCULO EN MOVIMIENTO EN ZONAS O SITIOS PELIGROSOS TALES COMO: CURVAS, PUENTES, TÚNELES, PENDIENTES, ETC.",ATROPELLOS,CAMIONETA,-2.8782555,-79.0194835,40.0,MEDIO
CUENCA,URBANA,10,5,23,3,0.6666666666666666,0.0,0.6666666666666666,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,CAMIONETA,-2.9133170000000006,-79.01960733333334,60.0,ALTO
CUENCA,URBANA,10,6,0,1,1.0,0.0,1.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,MOTOCICLETA,-2.893184,-78.975799,20.0,BAJO
CUENCA,URBANA,10,6,2,1,0.0,0.0,0.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",PÉRDIDA DE CARRIL,VEHÍCULO DEPORTIVO UTILITARIO,-2.876169,-79.032308,20.0,BAJO
CUENCA,URBANA,10,6,3,1,2.0,0.0,2.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",PÉRDIDA DE PISTA,VEHÍCULO DEPORTIVO UTILITARIO,-2.907602,-78.984815,20.0,BAJO
CUENCA,URBANA,10,6,8,2,1.5,0.0,1.5,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,NO IDENTIFICADO,-2.8902985,-79.00895299999999,40.0,MEDIO
CUENCA,URBANA,10,6,14,1,1.0,0.0,1.0,REALIZAR CAMBIO BRUSCO O INDEBIDO DE CARRIL.,ROZAMIENTOS,VEHÍCULO DEPORTIVO UTILITARIO,-2.887641,-78.967177,20.0,BAJO
CUENCA,URBANA,10,6,15,2,3.5,0.0,3.5,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,AUTOMÓVIL,-2.901957,-78.998437,40.0,MEDIO
CUENCA,URBANA,10,6,16,2,0.5,0.0,0.5,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",ESTRELLAMIENTOS,MOTOCICLETA,-2.9048965,-78.986585,40.0,MEDIO
CUENCA,URBANA,10,6,17,1,0.0,0.0,0.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,AUTOMÓVIL,-2.901493,-78.992107,20.0,BAJO
CUENCA,URBANA,11,0,4,1,0.0,0.0,0.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,CAMIONETA,-2.899651,-78.984592,20.0,BAJO
CUENCA,URBANA,11,0,6,1,1.0,0.0,1.0,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO A VEHÍCULOS.,CHOQUE LATERAL,AUTOMÓVIL,-2.910455,-78.994027,20.0,BAJO
CUENCA,URBANA,11,0,7,1,1.0,0.0,1.0,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO A VEHÍCULOS.,CHOQUE LATERAL,MOTOCICLETA,-2.84603,-78.912177,20.0,BAJO
CUENCA,URBANA,11,0,9,1,0.0,0.0,0.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,AUTOMÓVIL,-2.909675,-79.013448,20.0,BAJO
CUENCA,URBANA,11,0,10,1,1.0,0.0,1.0,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO AL PEATÓN.,ATROPELLOS,MOTOCICLETA,-2.915779,-79.021232,20.0,BAJO
CUENCA,URBANA,11,0,12,1,1.0,0.0,1.0,CONDUCIR VEHÍCULO SUPERANDO LOS LÍMITES MÁXIMOS DE VELOCIDAD.,ATROPELLOS,CAMIONETA,-2.893104,-79.027445,20.0,BAJO
CUENCA,URBANA,11,0,17,1,0.0,0.0,0.0,NO GUARDAR LA DISTANCIA LATERAL MÍNIMA DE SEGURIDAD ENTRE VEHÍCULOS.,ESTRELLAMIENTOS,AUTOMÓVIL,-2.901435,-78.992103,20.0,BAJO
CUENCA,URBANA,11,0,19,2,0.5,0.0,0.5,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,MOTOCICLETA,-2.895921,-79.002189,40.0,MEDIO
CUENCA,URBANA,11,0,22,1,2.0,0.0,2.0,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO A VEHÍCULOS.,CHOQUE LATERAL,BICICLETA,-2.912968,-79.001166,20.0,BAJO
CUENCA,URBANA,11,1,7,2,0.5,1.0,1.5,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,CAMIÓN,-2.8909085,-79.020159,40.0,MEDIO
CUENCA,URBANA,11,1,13,1,1.0,0.0,1.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,BUS,-2.900862,-78.992697,20.0,BAJO
CUENCA,URBANA,11,1,15,1,0.0,1.0,1.0,CONDUCIR VEHÍCULO SUPERANDO LOS LÍMITES MÁXIMOS DE VELOCIDAD.,PÉRDIDA DE CARRIL,MOTOCICLETA,-2.886346,-79.008948,20.0,BAJO
CUENCA,URBANA,11,1,16,3,0.3333333333333333,0.0,0.3333333333333333,DISPOSITIVO REGULADOR DE TRÁNSITO EN MAL ESTADO DE FUNCIONAMIENTO (SEMÁFORO).,ATROPELLOS,CAMIONETA,-2.8939223333333337,-78.99642033333333,60.0,ALTO
CUENCA,URBANA,11,1,17,1,0.0,0.0,0.0,PEATÓN QUE CRUZA LA CALZADA SIN RESPETAR LA SEÑALIZACIÓN EXISTENTE (SEMÁFOROS O SEÑALES MANUALES).,PÉRDIDA DE PISTA,CAMIÓN,-2.885309,-78.987139,20.0,BAJO
CUENCA,URBANA,11,1,18,2,1.0,0.0,1.0,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO A VEHÍCULOS.,CHOQUE LATERAL,BICICLETA,-2.897706,-79.002543,40.0,MEDIO
CUENCA,URBANA,11,1,23,1,0.0,0.0,0.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,NO IDENTIFICADO,-2.881794,-79.041744,20.0,BAJO
CUENCA,URBANA,11,2,7,1,1.0,0.0,1.0,"ADELANTAR O REBASAR A OTRO VEHÍCULO EN MOVIMIENTO EN ZONAS O SITIOS PELIGROSOS TALES COMO: CURVAS, PUENTES, TÚNELES, PENDIENTES, ETC.",ROZAMIENTOS,MOTOCICLETA,-2.890072,-78.995261,20.0,BAJO
CUENCA,URBANA,11,2,8,1,0.0,0.0,0.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE POSTERIOR,CAMIONETA,-2.91694,-79.0085864,20.0,BAJO
CUENCA,URBANA,11,2,9,1,0.0,0.0,0.0,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,VEHÍCULO DEPORTIVO UTILITARIO,-2.887623,-78.967173,20.0,BAJO
CUENCA,URBANA,11,2,11,1,0.0,0.0,0.0,PEATÓN QUE CRUZA LA CALZADA SIN RESPETAR LA SEÑALIZACIÓN EXISTENTE (SEMÁFOROS O SEÑALES MANUALES).,ATROPELLOS,NO IDENTIFICADO,-2.884484,-79.003642,20.0,BAJO
CUENCA,URBANA,11,2,12,1,1.0,0.0,1.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,MOTOCICLETA,-2.897438,-79.023795,20.0,BAJO
CUENCA,URBANA,11,2,13,1,1.0,0.0,1.0,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO A VEHÍCULOS.,CHOQUE LATERAL,CAMIONETA,-2.898863,-78.975547,20.0,BAJO
CUENCA,URBANA,11,2,14,1,0.0,0.0,0.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",PÉRDIDA DE PISTA,NO IDENTIFICADO,-2.911496,-78.967123,20.0,BAJO
CUENCA,URBANA,11,2,16,1,3.0,0.0,3.0,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO A VEHÍCULOS.,CHOQUE LATERAL,BICICLETA,-2.875285,-78.978074,20.0,BAJO
CUENCA,URBANA,11,2,17,1,2.0,0.0,2.0,DISPOSITIVO REGULADOR DE TRÁNSITO EN MAL ESTADO DE FUNCIONAMIENTO (SEMÁFORO).,CHOQUE LATERAL,AUTOMÓVIL,-2.909214,-79.009944,20.0,BAJO
CUENCA,URBANA,11,2,18,1,1.0,0.0,1.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",COLISIÓN,AUTOMÓVIL,-2.878633,-78.943269,20.0,BAJO
CUENCA,URBANA,11,2,19,2,1.0,0.0,1.0,CONDUCIR VEHÍCULO SUPERANDO LOS LÍMITES MÁXIMOS DE VELOCIDAD.,ATROPELLOS,MOTOCICLETA,-2.8791235,-79.0041145,40.0,MEDIO
CUENCA,URBANA,11,2,20,2,0.5,0.0,0.5,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",ATROPELLOS,AUTOMÓVIL,-2.9250049999999996,-79.02174500000001,40.0,MEDIO
CUENCA,URBANA,11,2,23,1,5.0,0.0,5.0,"CONDUCIR EN ESTADO DE SOMNOLENCIA O MALAS CONDICIONES FÍSICAS (SUEÑO, CANSANCIO Y FATIGA).",PÉRDIDA DE CARRIL,AUTOMÓVIL,-2.915934,-79.023097,20.0,BAJO
CUENCA,URBANA,11,3,1,1,0.0,0.0,0.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,VEHÍCULO DEPORTIVO UTILITARIO,-2.910489,-78.995633,20.0,BAJO
CUENCA,URBANA,11,3,8,2,0.0,0.0,0.0,CONDUCIR VEHÍCULO SUPERANDO LOS LÍMITES MÁXIMOS DE VELOCIDAD.,ATROPELLOS,CAMIONETA,-2.881754,-78.98010149999999,40.0,MEDIO
CUENCA,URBANA,11,3,11,2,1.5,0.0,1.5,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,CAMIONETA,-2.9063745,-79.0044185,40.0,MEDIO
CUENCA,URBANA,11,3,12,3,0.0,0.0,0.0,REALIZAR CAMBIO BRUSCO O INDEBIDO DE CARRIL.,CHOQUE LATERAL,MOTOCICLETA,-2.919383,-79.052324,60.0,ALTO
CUENCA,URBANA,11,3,15,2,0.0,0.0,0.0,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO A VEHÍCULOS.,CHOQUE LATERAL,AUTOMÓVIL,-2.908855,-79.007788,40.0,MEDIO
CUENCA,URBANA,11,3,16,1,2.0,0.0,2.0,DISPOSITIVO REGULADOR DE TRÁNSITO EN MAL ESTADO DE FUNCIONAMIENTO (SEMÁFORO).,CHOQUE LATERAL,CAMIONETA,-2.909219,-79.009938,20.0,BAJO
CUENCA,URBANA,11,3,18,2,1.0,0.0,1.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,BICICLETA,-2.8859304999999997,-79.03857099999999,40.0,MEDIO
CUENCA,URBANA,11,3,23,1,3.0,0.0,3.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,MOTOCICLETA,-2.887716,-79.009876,20.0,BAJO
CUENCA,URBANA,11,4,0,2,0.0,0.5,0.5,CONDUCIR VEHÍCULO SUPERANDO LOS LÍMITES MÁXIMOS DE VELOCIDAD.,PÉRDIDA DE CARRIL,MOTOCICLETA,-2.890875,-79.025881,40.0,MEDIO
CUENCA,URBANA,11,4,1,1,2.0,0.0,2.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,MOTOCICLETA,-2.885314,-79.050343,20.0,BAJO
CUENCA,URBANA,11,4,2,1,0.0,0.0,0.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",PÉRDIDA DE PISTA,AUTOMÓVIL,-2.89951,-79.016331,20.0,BAJO
CUENCA,URBANA,11,4,5,1,1.0,0.0,1.0,"MAL ESTACIONADO - EL CONDUCTOR QUE DETENGA O ESTACIONE VEHÍCULOS EN SITIOS O ZONAS QUE ENTRAÑEN PELIGRO, TALES COMO ZONA DE SEGURIDAD, CURVAS, PUENTES, TÚNELES, PENDIENTES.",ATROPELLOS,CAMIONETA,-2.852925,-78.908996,20.0,BAJO
CUENCA,URBANA,11,4,7,1,2.0,0.0,2.0,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO AL PEATÓN.,ATROPELLOS,BUS,-2.898713,-78.996656,20.0,BAJO
CUENCA,URBANA,11,4,9,1,1.0,0.0,1.0,"MAL ESTACIONADO - EL CONDUCTOR QUE DETENGA O ESTACIONE VEHÍCULOS EN SITIOS O ZONAS QUE ENTRAÑEN PELIGRO, TALES COMO ZONA DE SEGURIDAD, CURVAS, PUENTES, TÚNELES, PENDIENTES.",ESTRELLAMIENTOS,CAMIONETA,-2.910286,-79.017196,20.0,BAJO
CUENCA,URBANA,11,4,11,1,1.0,0.0,1.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,CAMIONETA,-2.920861,-79.044533,20.0,BAJO
CUENCA,URBANA,11,4,12,1,0.0,0.0,0.0,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,CHOQUE LATERAL,CAMIONETA,-2.91905,-79.015582,20.0,BAJO
CUENCA,URBANA,11,4,13,2,0.5,0.0,0.5,NO TRANSITAR POR LAS ACERAS O ZONAS DE SEGURIDAD DESTINADAS PARA EL EFECTO.,ATROPELLOS,AUTOMÓVIL,-2.88387,-78.998014,40.0,MEDIO
CUENCA,URBANA,11,4,15,1,1.0,0.0,1.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,AUTOMÓVIL,-2.898697,-78.996695,20.0,BAJO
CUENCA,URBANA,11,4,16,1,1.0,0.0,1.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE FRONTAL,MOTOCICLETA,-2.858027,-78.987779,20.0,BAJO
CUENCA,URBANA,11,4,18,2,0.5,0.0,0.5,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,MOTOCICLETA,-2.9019705,-79.02095,40.0,MEDIO
CUENCA,URBANA,11,4,19,1,1.0,0.0,1.0,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,MOTOCICLETA,-2.924379,-79.036606,20.0,BAJO
CUENCA,URBANA,11,4,20,1,0.0,0.0,0.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE POSTERIOR,VEHÍCULO DEPORTIVO UTILITARIO,-2.914323,-79.022538,20.0,BAJO
CUENCA,URBANA,11,4,22,1,0.0,0.0,0.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,CAMIONETA,-2.892256,-79.030209,20.0,BAJO
CUENCA,URBANA,11,4,23,1,0.0,0.0,0.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",OTROS,CAMIONETA,-2.901598,-79.002743,20.0,BAJO
CUENCA,URBANA,11,5,3,2,0.5,0.0,0.5,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,AUTOMÓVIL,-2.895829,-79.01728750000001,40.0,MEDIO
CUENCA,URBANA,11,5,4,2,1.0,0.0,1.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,AUTOMÓVIL,-2.8985985000000003,-78.98940350000001,40.0,MEDIO
CUENCA,URBANA,11,5,9,1,0.0,0.0,0.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,VEHÍCULO DEPORTIVO UTILITARIO,-2.927006,-79.039098,20.0,BAJO
CUENCA,URBANA,11,5,11,1,1.0,0.0,1.0,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO A VEHÍCULOS.,CHOQUE LATERAL,MOTOCICLETA,-2.904828,-78.984112,20.0,BAJO
CUENCA,URBANA,11,5,13,2,0.0,0.0,0.0,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO AL PEATÓN.,ATROPELLOS,NO IDENTIFICADO,-2.893913,-79.006317,40.0,MEDIO
CUENCA,URBANA,11,5,15,1,1.0,0.0,1.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,MOTOCICLETA,-2.904676,-79.013731,20.0,BAJO
CUENCA,URBANA,11,5,17,1,1.0,0.0,1.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CHOQUE POSTERIOR,AUTOMÓVIL,-2.884934,-79.011575,20.0,BAJO
