PARROQUIA,ZONA,MES,DIA_SEMANA,HORA_NUM,ACCIDENTES,PROM_LESIONADOS,PROM_FALLECIDOS,PROM_TOTAL_VICTIMAS,CAUSA_MAS_FRECUENTE,TIPO_SINIESTRO_MAS_FRECUENTE,TIPO_VEHICULO_MAS_FRECUENTE,LATITUD_PROM,LONGITUD_PROM,RIESGO_PORC,NIVEL_RIESGO
CUENCA,URBANA,3,5,7,1,1.0,0.0,1.0,"CASO FORTUITO O FUERZA MAYOR (EXPLOSIÓN DE NEUMÁTICO NUEVO, DERRUMBE, INUNDACIÓN, CAÍDA DE PUENTE, ÁRBOL, PRESENCIA INTEMPESTIVA E IMPREVISTA DE SEMOVIENTES EN LA VÍA, ETC.).",ATROPELLOS,VEHÍCULO DEPORTIVO UTILITARIO,-2.840181,-78.982177,20.0,BAJO
CUENCA,URBANA,3,5,11,2,1.5,0.0,1.5,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,AUTOMÓVIL,-2.8817395,-78.981933,40.0,MEDIO
CUENCA,URBANA,3,5,13,1,1.0,0.0,1.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,CAMIONETA,-2.886596,-79.006206,20.0,BAJO
CUENCA,URBANA,3,5,17,1,0.0,0.0,0.0,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,VEHÍCULO DEPORTIVO UTILITARIO,-2.885807,-78.976877,20.0,BAJO
CUENCA,URBANA,3,5,18,1,0.0,1.0,1.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,MOTOCICLETA,-2.881823,-78.964924,20.0,BAJO
CUENCA,URBANA,3,5,19,2,1.5,0.0,1.5,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",ATROPELLOS,MOTOCICLETA,-2.8909395,-78.995272,40.0,MEDIO
CUENCA,URBANA,3,5,21,2,0.0,0.0,0.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,MOTOCICLETA,-2.9051745,-79.0133525,40.0,MEDIO
CUENCA,URBANA,3,5,22,1,3.0,0.0,3.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CHOQUE POSTERIOR,AUTOMÓVIL,-2.920895,-79.018695,20.0,BAJO
CUENCA,URBANA,3,6,0,2,0.5,0.0,0.5,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,AUTOMÓVIL,-2.894604,-78.988513,40.0,MEDIO
CUENCA,URBANA,3,6,1,4,0.75,0.0,0.75,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,VEHÍCULO DEPORTIVO UTILITARIO,-2.9054455,-78.99992175,80.0,ALTO
CUENCA,URBANA,3,6,2,1,0.0,0.0,0.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,AUTOMÓVIL,-2.920513,-79.015491,20.0,BAJO
CUENCA,URBANA,3,6,3,3,0.0,0.0,0.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,AUTOMÓVIL,-2.900555333333333,-79.01107433333334,60.0,ALTO
CUENCA,URBANA,3,6,8,2,1.5,0.0,1.5,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,MOTOCICLETA,-2.9002295,-78.987935,40.0,MEDIO
CUENCA,URBANA,3,6,10,2,3.0,0.0,3.0,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO A VEHÍCULOS.,CHOQUE LATERAL,MOTOCICLETA,-2.8759095,-78.964565,40.0,MEDIO
CUENCA,URBANA,3,6,13,1,0.0,0.0,0.0,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,COLISIÓN,VEHÍCULO DEPORTIVO UTILITARIO,-2.887023,-78.967919,20.0,BAJO
CUENCA,URBANA,3,6,14,1,1.0,0.0,1.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PÉRDIDA DE PISTA,MOTOCICLETA,-2.894604,-78.979779,20.0,BAJO
CUENCA,URBANA,3,6,15,1,0.0,0.0,0.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,CAMIONETA,-2.897835,-79.013876,20.0,BAJO
CUENCA,URBANA,3,6,16,1,0.0,1.0,1.0,NO TRANSITAR POR LAS ACERAS O ZONAS DE SEGURIDAD DESTINADAS PARA EL EFECTO.,ATROPELLOS,NO IDENTIFICADO,-2.919608,-79.007181,20.0,BAJO
CUENCA,URBANA,3,6,17,1,1.0,0.0,1.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,MOTOCICLETA,-2.874308,-78.983659,20.0,BAJO
CUENCA,URBANA,3,6,18,2,1.0,0.5,1.5,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,MOTOCICLETA,-2.875054,-78.971604,40.0,MEDIO
CUENCA,URBANA,3,6,19,2,1.5,0.0,1.5,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,MOTOCICLETA,-2.9102295,-79.0049975,40.0,MEDIO
CUENCA,URBANA,3,6,20,1,1.0,0.0,1.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,MOTOCICLETA,-2.900235,-78.971314,20.0,BAJO
CUENCA,URBANA,3,6,21,1,0.0,0.0,0.0,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,AUTOMÓVIL,-2.922469,-79.038606,20.0,BAJO
CUENCA,URBANA,4,0,2,1,0.0,1.0,1.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PÉRDIDA DE CARRIL,CAMIÓN,-2.880006,-78.982328,20.0,BAJO
CUENCA,URBANA,4,0,12,1,0.0,0.0,0.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,VEHÍCULO DEPORTIVO UTILITARIO,-2.871636,-79.052693,20.0,BAJO
CUENCA,URBANA,4,0,17,1,0.0,0.0,0.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,AUTOMÓVIL,-2.905324,-79.038725,20.0,BAJO
CUENCA,URBANA,4,0,19,1,0.0,0.0,0.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,AUTOMÓVIL,-2.912786,-79.032708,20.0,BAJO
CUENCA,URBANA,4,0,20,1,1.0,0.0,1.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CHOQUE FRONTAL,CAMIONETA,-2.887711,-79.021747,20.0,BAJO
CUENCA,URBANA,4,0,23,1,1.0,0.0,1.0,REALIZAR CAMBIO BRUSCO O INDEBIDO DE CARRIL.,CHOQUE LATERAL,CAMIONETA,-2.908325,-79.017331,20.0,BAJO
CUENCA,URBANA,4,1,4,1,0.0,0.0,0.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PÉRDIDA DE PISTA,NO IDENTIFICADO,-2.878276,-79.069336,20.0,BAJO
CUENCA,URBANA,4,1,6,1,2.0,0.0,2.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,AUTOMÓVIL,-2.897157,-79.015778,20.0,BAJO
CUENCA,URBANA,4,1,8,1,2.0,0.0,2.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,AUTOMÓVIL,-2.891791,-79.008023,20.0,BAJO
CUENCA,URBANA,4,1,11,1,0.0,0.0,0.0,DISPOSITIVO REGULADOR DE TRÁNSITO EN MAL ESTADO DE FUNCIONAMIENTO (SEMÁFORO).,CHOQUE LATERAL,VEHÍCULO DEPORTIVO UTILITARIO,-2.899274,-78.993977,20.0,BAJO
CUENCA,URBANA,4,1,14,1,0.0,0.0,0.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE POSTERIOR,CAMIONETA,-2.904282,-78.976634,20.0,BAJO
CUENCA,URBANA,4,1,15,2,0.0,0.0,0.0,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,CHOQUE LATERAL,VEHÍCULO DEPORTIVO UTILITARIO,-2.9132065000000003,-79.00681499999999,40.0,MEDIO
CUENCA,URBANA,4,1,18,1,1.0,0.0,1.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,MOTOCICLETA,-2.887907,-79.029889,20.0,BAJO
CUENCA,URBANA,4,1,19,1,2.0,0.0,2.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,VEHÍCULO DEPORTIVO UTILITARIO,-2.88863,-79.011312,20.0,BAJO
CUENCA,URBANA,4,1,21,1,2.0,0.0,2.0,"PEATÓN TRANSITA BAJO INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",ATROPELLOS,BICICLETA,-2.899774,-78.986104,20.0,BAJO
CUENCA,URBANA,4,1,23,1,0.0,0.0,0.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,AUTOMÓVIL,-2.891197,-78.980423,20.0,BAJO
CUENCA,URBANA,4,2,6,3,1.0,0.0,1.0,"CASO FORTUITO O FUERZA MAYOR (EXPLOSIÓN DE NEUMÁTICO NUEVO, DERRUMBE, INUNDACIÓN, CAÍDA DE PUENTE, ÁRBOL, PRESENCIA INTEMPESTIVA E IMPREVISTA DE SEMOVIENTES EN LA VÍA, ETC.).",ATROPELLOS,CAMIONETA,-2.882547,-78.96502533333333,60.0,ALTO
CUENCA,URBANA,4,2,7,3,2.0,0.0,2.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,AUTOMÓVIL,-2.9030886666666667,-79.02761633333333,60.0,ALTO
CUENCA,URBANA,4,2,10,1,3.0,0.0,3.0,DAÑOS MECÁNICOS PREVISIBLES.,CHOQUE LATERAL,AUTOMÓVIL,-2.891021,-79.001827,20.0,BAJO
CUENCA,URBANA,4,2,13,1,0.0,1.0,1.0,REALIZAR CAMBIO BRUSCO O INDEBIDO DE CARRIL.,ESTRELLAMIENTOS,MOTOCICLETA,-2.869107,-78.936553,20.0,BAJO
CUENCA,URBANA,4,2,14,1,0.0,0.0,0.0,NO GUARDAR LA DISTANCIA LATERAL MÍNIMA DE SEGURIDAD ENTRE VEHÍCULOS.,COLISIÓN,CAMIONETA,-2.893184,-78.961873,20.0,BAJO
CUENCA,URBANA,4,2,15,1,1.0,0.0,1.0,"CONDICIONES AMBIENTALES Y/O ATMOSFÉRICAS (NIEBLA, NEBLINA, GRANIZO, LLUVIA).",ATROPELLOS,SCOOTER ELÉCTRICO,-2.916875,-79.009209,20.0,BAJO
CUENCA,URBANA,4,2,16,3,0.6666666666666666,0.0,0.6666666666666666,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,AUTOMÓVIL,-2.8958863333333333,-79.00548900000001,60.0,ALTO
CUENCA,URBANA,4,2,19,1,1.0,0.0,1.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,NO IDENTIFICADO,-2.924912,-79.03823,20.0,BAJO
CUENCA,URBANA,4,2,23,1,0.0,0.0,0.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CHOQUE FRONTAL,VEHÍCULO DEPORTIVO UTILITARIO,-2.933328,-79.044404,20.0,BAJO
CUENCA,URBANA,4,3,8,2,1.0,0.0,1.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,CAMIONETA,-2.889577,-79.012772,40.0,MEDIO
CUENCA,URBANA,4,3,13,1,1.0,0.0,1.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,AUTOMÓVIL,-2.89932,-79.003297,20.0,BAJO
CUENCA,URBANA,4,3,18,1,1.0,0.0,1.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",VOLCAMIENTOS,CAMIÓN,-2.868839,-79.036932,20.0,BAJO
CUENCA,URBANA,4,4,6,1,2.0,0.0,2.0,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO AL PEATÓN.,ATROPELLOS,AUTOMÓVIL,-2.894441,-79.007483,20.0,BAJO
CUENCA,URBANA,4,4,10,2,1.0,0.0,1.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,SCOOTER ELÉCTRICO,-2.9047485,-79.022459,40.0,MEDIO
CUENCA,URBANA,4,4,11,2,0.5,0.0,0.5,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",ATROPELLOS,AUTOMÓVIL,-2.9008725,-79.0099405,40.0,MEDIO
CUENCA,URBANA,4,4,12,1,1.0,0.0,1.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",ATROPELLOS,VEHÍCULO DEPORTIVO UTILITARIO,-2.891302,-79.029049,20.0,BAJO
CUENCA,URBANA,4,4,15,1,0.0,0.0,0.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,CAMIONETA,-2.912338,-78.992305,20.0,BAJO
CUENCA,URBANA,4,4,17,3,0.3333333333333333,0.0,0.3333333333333333,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,NO IDENTIFICADO,-2.9035023333333334,-78.98496433333332,60.0,ALTO
CUENCA,URBANA,4,4,21,1,1.0,0.0,1.0,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO A VEHÍCULOS.,CHOQUE LATERAL,MOTOCICLETA,-2.895418,-79.036235,20.0,BAJO
CUENCA,URBANA,4,5,6,1,1.0,0.0,1.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PÉRDIDA DE CARRIL,MOTOCICLETA,-2.885534,-79.050153,20.0,BAJO
CUENCA,URBANA,4,5,7,1,0.0,0.0,0.0,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO A VEHÍCULOS.,CHOQUE LATERAL,AUTOMÓVIL,-2.914181,-79.031611,20.0,BAJO
CUENCA,URBANA,4,5,8,1,1.0,0.0,1.0,NO GUARDAR LA DISTANCIA LATERAL MÍNIMA DE SEGURIDAD ENTRE VEHÍCULOS.,CHOQUE LATERAL,BICICLETA,-2.881649,-78.961954,20.0,BAJO
CUENCA,URBANA,4,5,13,1,2.0,0.0,2.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,AUTOMÓVIL,-2.891771,-79.012178,20.0,BAJO
CUENCA,URBANA,4,5,19,2,1.0,0.0,1.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,AUTOMÓVIL,-2.884768,-79.0450725,40.0,MEDIO
CUENCA,URBANA,4,5,21,1,0.0,0.0,0.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CHOQUE POSTERIOR,AUTOMÓVIL,-2.888552,-79.035817,20.0,BAJO
CUENCA,URBANA,4,5,22,2,1.0,0.0,1.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",ATROPELLOS,AUTOMÓVIL,-2.901491,-79.027602,40.0,MEDIO
CUENCA,URBANA,4,5,23,1,0.0,0.0,0.0,"PRESENCIA DE AGENTES EXTERNOS EN LA VÍA (AGUA, ACEITE, PIEDRA, LASTRE, ESCOMBROS, MADEROS, ETC.).",PÉRDIDA DE PISTA,VEHÍCULO DEPORTIVO UTILITARIO,-2.895716,-78.973594,20.0,BAJO
CUENCA,URBANA,4,6,3,3,0.3333333333333333,0.0,0.3333333333333333,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CHOQUE POSTERIOR,AUTOMÓVIL,-2.9037826666666664,-79.01789366666667,60.0,ALTO
CUENCA,URBANA,4,6,4,1,1.0,0.0,1.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PÉRDIDA DE PISTA,MOTOCICLETA,-2.889011,-78.961315,20.0,BAJO
CUENCA,URBANA,4,6,9,1,0.0,0.0,0.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,AUTOMÓVIL,-2.894695,-78.983765,20.0,BAJO
CUENCA,URBANA,4,6,10,1,0.0,0.0,0.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CHOQUE POSTERIOR,AUTOMÓVIL,-2.904558,-79.025077,20.0,BAJO
CUENCA,URBANA,4,6,15,2,1.5,0.0,1.5,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,MOTOCICLETA,-2.8826545,-78.9969055,40.0,MEDIO
CUENCA,URBANA,4,6,17,1,1.0,0.0,1.0,"PEATÓN TRANSITA BAJO INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",ATROPELLOS,MOTOCICLETA,-2.886155,-78.996452,20.0,BAJO
CUENCA,URBANA,4,6,18,1,1.0,0.0,1.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,NO IDENTIFICADO,-2.915048,-79.037951,20.0,BAJO
CUENCA,URBANA,4,6,20,1,3.0,0.0,3.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",ATROPELLOS,MOTOCICLETA,-2.896904,-78.977122,20.0,BAJO
CUENCA,URBANA,4,6,22,1,0.0,0.0,0.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",OTROS,AUTOMÓVIL,-2.916265,-79.016794,20.0,BAJO
CUENCA,URBANA,5,0,2,2,0.5,0.0,0.5,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,AUTOMÓVIL,-2.918085,-79.030771,40.0,MEDIO
CUENCA,URBANA,5,0,6,1,3.0,0.0,3.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,VEHÍCULO DEPORTIVO UTILITARIO,-2.915697,-79.033005,20.0,BAJO
CUENCA,URBANA,5,0,7,2,1.5,0.5,2.0,NO GUARDAR LA DISTANCIA LATERAL MÍNIMA DE SEGURIDAD ENTRE VEHÍCULOS.,CHOQUE LATERAL,MOTOCICLETA,-2.8975025,-79.001315,40.0,MEDIO
CUENCA,URBANA,5,0,11,1,1.0,0.0,1.0,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO AL PEATÓN.,ATROPELLOS,NO IDENTIFICADO,-2.913063,-79.007655,20.0,BAJO
CUENCA,URBANA,5,0,13,2,0.5,0.0,0.5,"ADELANTAR O REBASAR A OTRO VEHÍCULO EN MOVIMIENTO EN ZONAS O SITIOS PELIGROSOS TALES COMO: CURVAS, PUENTES, TÚNELES, PENDIENTES, ETC.",CHOQUE LATERAL,AUTOMÓVIL,-2.8967229999999997,-78.9786475,40.0,MEDIO
CUENCA,URBANA,5,0,16,1,1.0,0.0,1.0,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO A VEHÍCULOS.,CHOQUE LATERAL,MOTOCICLETA,-2.882401,-78.987148,20.0,BAJO
CUENCA,URBANA,5,0,17,1,1.0,0.0,1.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PÉRDIDA DE PISTA,NO IDENTIFICADO,-2.854229,-78.991318,20.0,BAJO
CUENCA,URBANA,5,0,18,1,2.0,0.0,2.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,MOTOCICLETA,-2.881382,-79.061649,20.0,BAJO
CUENCA,URBANA,5,0,21,1,0.0,0.0,0.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,VEHÍCULO DEPORTIVO UTILITARIO,-2.912943,-79.041277,20.0,BAJO
CUENCA,URBANA,5,0,23,1,1.0,0.0,1.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PÉRDIDA DE CARRIL,MOTOCICLETA,-2.84931,-78.918137,20.0,BAJO
CUENCA,URBANA,5,1,7,1,3.0,0.0,3.0,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,AUTOMÓVIL,-2.896024,-78.962409,20.0,BAJO
CUENCA,URBANA,5,1,12,1,1.0,0.0,1.0,NO GUARDAR LA DISTANCIA LATERAL MÍNIMA DE SEGURIDAD ENTRE VEHÍCULOS.,CHOQUE LATERAL,NO IDENTIFICADO,-2.899774,-79.011803,20.0,BAJO
