FECHA,HORA,CANTON,PARROQUIA,ZONA,LATITUD_Y,LONGITUD_X,DIRECCION,TIPO_DE_SINIESTRO,CAUSA_PROBABLE,TIPO_DE_VEHICULO_1,LESIONADOS,FALLECIDOS,FERIADO,ANIO,MES,DIA,DIA_SEMANA,NOMBRE_DIA,HORA_DECIMAL,HORA_NUM,RANGO_HORARIO,TOTAL_VICTIMAS,NUM_ACCIDENTES,RIESGO_PORCENTAJE,NIVEL_RIESGO
2024-01-01,15:34:59.952000,CUENCA,MOLLETURO,RURAL,-2.766635,-79.404454,RED VIAL E 582 KM 65 APROXIMADAMENTE  SENTIDO  GUAYAQUIL  - CUENCA FRENTE COMEDOR RAID 1969 PASANDO HIERBA BUENA,CHOQUE LATERAL,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",AUTOMÓVIL,0,0,SI,2024,1,1,0,LUNES,15.583055555555555,15,TARDE,0,1,9.09,BAJO
2024-01-01,21:09:59.962000,CUENCA,SAYAUSI,RURAL,-2.802869,-79.158422,SE ENCUENTRA UBICADO RED ESTATAL E-582 SENTIDO CUENCA  -  MOLLETURO   KM 39 APROXIMADAMENTE,PÉRDIDA DE CARRIL,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CAMIONETA,3,0,SI,2024,1,1,0,LUNES,21.16638888888889,21,NOCHE,3,1,9.09,BAJO
2024-01-03,08:15:00.086000,CUENCA,TARQUI (CUENCA),RURAL,-2.974194,-79.047028,RED VIAL E 35 KM 6,PÉRDIDA DE CARRIL,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESPECIAL,3,0,NO,2024,1,3,2,MIERCOLES,8.25,8,MANANA,3,1,9.09,BAJO
2024-01-05,21:39:59.933000,CUENCA,BAÑOS (CUENCA),RURAL,-2.940667,-79.046417,RED VIAL E  35  KM 1.5 APROXIMADAMENTE.,CHOQUE LATERAL,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",AUTOMÓVIL,0,0,NO,2024,1,5,4,VIERNES,21.66638888888889,21,NOCHE,0,1,9.09,BAJO
2024-01-06,19:59:59.971000,CUENCA,TARQUI (CUENCA),RURAL,-3.035944,-79.041639,RED VIAL E 35 KM 13 APROXIMADAMENTE.,CHOQUE POSTERIOR,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,AUTOMÓVIL,1,0,NO,2024,1,6,5,SABADO,19.999722222222225,19,NOCHE,1,1,9.09,BAJO
2024-01-09,20:34:59.923000,CUENCA,CUMBE,RURAL,-3.110169,-79.011062,SE ENCUENTRA UBICADO RED ESTATAL E-35 SENTIDO CUENCA   -  LOJA   AL LLEGAR AL KM 46+700,PÉRDIDA DE CARRIL,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CAMIONETA,0,0,NO,2024,1,9,1,MARTES,20.583055555555557,20,NOCHE,0,1,9.09,BAJO
2024-01-12,17:44:59.971000,CUENCA,MOLLETURO,RURAL,-2.781783,-79.377384,SE ENCUENTRA UBICADO EN LA RED ESTATAL E-582 SENTIDO MOLLETURO ¿ CUENCA  KM 58+420,PÉRDIDA DE CARRIL,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CAMIÓN,0,0,NO,2024,1,12,4,VIERNES,17.749722222222225,17,TARDE,0,1,9.09,BAJO
2024-01-14,01:21:59.962000,CUENCA,TARQUI (CUENCA),RURAL,-3.022611,-79.039028,RED VIAL E 35 KM 12,PÉRDIDA DE CARRIL,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",MOTOCICLETA,1,0,NO,2024,1,14,6,DOMINGO,1.3663888888888889,1,MADRUGADA,1,1,9.09,BAJO
2024-01-19,03:00:00.086000,CUENCA,MOLLETURO,RURAL,-2.808611,-79.318333,SE ENCUENTRA UBICADO EN LA RED ESTATAL E-582 SENTIDO MOLLETURO ¿ CUENCA  A LA ALTURA DEL KM 48+480,CHOQUE FRONTAL,CONDUCIR EN SENTIDO CONTRARIO A LA VÍA NORMAL DE CIRCULACIÓN.,CAMIÓN,2,0,NO,2024,1,19,4,VIERNES,3.0,3,MADRUGADA,2,1,9.09,BAJO
2024-01-19,21:39:59.933000,CUENCA,TARQUI (CUENCA),RURAL,-2.971139,-79.047611,RED VIAL E 35 KM 5 APROXIMADAMENTE.,ROZAMIENTOS,NO GUARDAR LA DISTANCIA LATERAL MÍNIMA DE SEGURIDAD ENTRE VEHÍCULOS.,CAMIONETA,0,0,NO,2024,1,19,4,VIERNES,21.66638888888889,21,NOCHE,0,1,9.09,BAJO
2024-01-20,08:00:59.933000,CUENCA,TARQUI (CUENCA),RURAL,-3.019972,-79.040667,RED VIAL E 35 KM 11.5,CHOQUE LATERAL,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CAMIONETA,3,0,NO,2024,1,20,5,SABADO,8.016388888888889,8,MANANA,3,1,9.09,BAJO
2024-01-01,03:59:59.942000,CUENCA,CUENCA,URBANA,-2.907596,-78.984816,PUMAPUNGO Y RAUL ANDRADE,PÉRDIDA DE PISTA,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",MOTOCICLETA,1,0,SI,2024,1,1,0,LUNES,3.999722222222222,3,MADRUGADA,1,2,18.18,BAJO
2024-01-01,04:09:59.990000,CUENCA,CUENCA,URBANA,-2.901548,-78.974599,RED ESTATAL E 35 KM700,CHOQUE POSTERIOR,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",MOTOCICLETA,0,0,SI,2024,1,1,0,LUNES,4.166388888888889,4,MADRUGADA,0,2,18.18,BAJO
2024-01-01,07:41:59.971000,CUENCA,CUENCA,URBANA,-2.919688,-79.004881,RED ESTATAL E 35 KM 704 Y SUBIDA A TURI,PÉRDIDA DE CARRIL,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",AUTOMÓVIL,0,0,SI,2024,1,1,0,LUNES,7.699722222222222,7,MANANA,0,1,9.09,BAJO
2024-01-01,13:18:59.990000,CUENCA,CUENCA,URBANA,-2.894368,-79.010158,GRAN COLOMBIA Y CORONEL TALBOT,PÉRDIDA DE CARRIL,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",AUTOMÓVIL,2,0,SI,2024,1,1,0,LUNES,13.31638888888889,13,TARDE,2,1,9.09,BAJO
2024-01-02,08:24:59.962000,CUENCA,CUENCA,URBANA,-2.900301,-78.989477,REPUBLICA Y JACINTO JIJÓN Y CAAMAÑO,ATROPELLOS,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO AL PEATÓN.,MOTOCICLETA,2,0,NO,2024,1,2,1,MARTES,8.41638888888889,8,MANANA,2,3,27.27,BAJO
2024-01-02,11:03:59.990000,CUENCA,CUENCA,URBANA,-2.860816,-78.934496,PANAMERICANA NORTE Y ENTRADA A LLACAO,ATROPELLOS,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO AL PEATÓN.,AUTOMÓVIL,0,0,NO,2024,1,2,1,MARTES,11.06638888888889,11,MANANA,0,3,27.27,BAJO
2024-01-03,12:27:00.086000,CUENCA,CUENCA,URBANA,-2.916271,-78.999731,27 DE FEBRERO Y JAIME ROSALES,CHOQUE POSTERIOR,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",AUTOMÓVIL,1,0,NO,2024,1,3,2,MIERCOLES,12.45,12,TARDE,1,4,36.36,BAJO
2024-01-04,05:38:59.942000,CUENCA,CUENCA,URBANA,-2.846669,-78.890141,RED ESTATAL E35 KM 689 A 300 MTRS INTERCAMBIADOR DE GUANGARCUCHO,ESTRELLAMIENTOS,"CONDUCIR EN ESTADO DE SOMNOLENCIA O MALAS CONDICIONES FÍSICAS (SUEÑO, CANSANCIO Y FATIGA).",AUTOMÓVIL,1,0,NO,2024,1,4,3,JUEVES,5.649722222222222,5,MADRUGADA,1,2,18.18,BAJO
2024-01-04,23:04:59.952000,CUENCA,CUENCA,URBANA,-2.888308,-78.987735,GIL RAMIREZ DAVALOS Y ELIA LIUT,CHOQUE LATERAL,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO A VEHÍCULOS.,AUTOMÓVIL,0,0,NO,2024,1,4,3,JUEVES,23.083055555555557,23,NOCHE,0,3,27.27,BAJO
2024-01-04,23:54:59.933000,CUENCA,CUENCA,URBANA,-2.855671,-78.921747,RED ESTATAL E35 KM 690 Y SN,PÉRDIDA DE PISTA,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",AUTOMÓVIL,0,0,NO,2024,1,4,3,JUEVES,23.91638888888889,23,NOCHE,0,3,27.27,BAJO
2024-01-06,02:43:59.923000,CUENCA,CUENCA,URBANA,-2.901193,-79.015526,LOJA Y REMIGIO CRESPO,CHOQUE LATERAL,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",AUTOMÓVIL,1,0,NO,2024,1,6,5,SABADO,2.7330555555555556,2,MADRUGADA,1,2,18.18,BAJO
2024-01-06,21:50:59.942000,CUENCA,CUENCA,URBANA,-2.898756,-78.983451,GONZALEZ SUAREZ Y TUMBAMBIRO,CHOQUE LATERAL,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO A VEHÍCULOS.,MOTOCICLETA,0,0,NO,2024,1,6,5,SABADO,21.849722222222223,21,NOCHE,0,2,18.18,BAJO
2024-01-07,10:53:59.942000,CUENCA,CUENCA,RURAL,-2.879897,-79.067129,ORDOÑEZ LASSO Y DULCAMARA,CHOQUE LATERAL,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO A VEHÍCULOS.,NO IDENTIFICADO,2,0,NO,2024,1,7,6,DOMINGO,10.899722222222222,10,MANANA,2,1,9.09,BAJO
2024-01-07,22:45:59.990000,CUENCA,CUENCA,URBANA,-2.890766,-79.003654,RAFAEL MARÍA ARIZAGA Y BENIGNO MALO,ATROPELLOS,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",AUTOMÓVIL,0,0,NO,2024,1,7,6,DOMINGO,22.76638888888889,22,NOCHE,0,2,18.18,BAJO
2024-01-08,09:00:59.962000,CUENCA,CUENCA,URBANA,-2.900498,-79.013773,LOJA Y BORRERO,CHOQUE LATERAL,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",MOTOCICLETA,1,0,NO,2024,1,8,0,LUNES,9.016388888888889,9,MANANA,1,2,18.18,BAJO
2024-01-09,06:50:59.942000,CUENCA,CUENCA,URBANA,-2.880358,-79.061018,DEL TEJAR Y DE LA MENTE,CHOQUE LATERAL,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO AL PEATÓN.,MOTOCICLETA,0,0,NO,2024,1,9,1,MARTES,6.849722222222222,6,MANANA,0,3,27.27,BAJO
2024-01-09,15:24:59.990000,CUENCA,CUENCA,URBANA,-2.891491,-78.993935,GIL RAMIREZ DAVALOS Y EL CHORRO,ATROPELLOS,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",AUTOMÓVIL,2,0,NO,2024,1,9,1,MARTES,15.41638888888889,15,TARDE,2,3,27.27,BAJO
2024-01-09,16:12:59.962000,CUENCA,CUENCA,URBANA,-2.882123,-78.989401,BARRIAL BLANCO Y ANTONIO NEUMANE,CHOQUE LATERAL,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",AUTOMÓVIL,0,0,NO,2024,1,9,1,MARTES,16.21638888888889,16,TARDE,0,3,27.27,BAJO
2024-01-10,06:07:59.952000,CUENCA,CUENCA,URBANA,-2.910511,-78.995658,12 DE ABRIL Y HUAYNA CAPAC,PÉRDIDA DE CARRIL,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CAMIONETA,1,0,NO,2024,1,10,2,MIERCOLES,6.133055555555555,6,MANANA,1,3,27.27,BAJO
2024-01-10,12:45:00.086000,CUENCA,CUENCA,URBANA,-2.906152,-79.023874,10 DE AGOSTO Y ISABEL LANDIVAR,CHOQUE LATERAL,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO A VEHÍCULOS.,AUTOMÓVIL,0,0,NO,2024,1,10,2,MIERCOLES,12.75,12,TARDE,0,4,36.36,BAJO
2024-01-10,21:28:59.923000,CUENCA,CUENCA,URBANA,-2.891791,-79.008018,ANTONIO VEGA MUÑOZ Y JUAN MONTALVO,CHOQUE LATERAL,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",AUTOMÓVIL,0,0,NO,2024,1,10,2,MIERCOLES,21.483055555555556,21,NOCHE,0,5,45.45,MEDIO
2024-01-10,21:49:59.981000,CUENCA,CUENCA,URBANA,-2.893299,-78.975693,LOS ANDES Y YANA URCO,CHOQUE LATERAL,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",AUTOMÓVIL,1,0,NO,2024,1,10,2,MIERCOLES,21.833055555555557,21,NOCHE,1,5,45.45,MEDIO
2024-01-11,07:03:00.086000,CUENCA,SAN JOAQUIN,RURAL,-2.895778,-79.056861,VÍA A BARABÓN Y SN,ROZAMIENTOS,NO GUARDAR LA DISTANCIA LATERAL MÍNIMA DE SEGURIDAD ENTRE VEHÍCULOS.,AUTOMÓVIL,0,0,NO,2024,1,11,3,JUEVES,7.05,7,MANANA,0,1,9.09,BAJO
2024-01-11,22:30:00.086000,CUENCA,CUENCA,URBANA,-2.882191,-78.994661,TURUHUAYCO Y CONSTANTINO MENDOZA,CHOQUE FRONTAL,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",MOTOCICLETA,1,0,NO,2024,1,11,3,JUEVES,22.5,22,NOCHE,1,3,27.27,BAJO
2024-01-12,05:19:59.981000,CUENCA,CUENCA,URBANA,-2.897794,-79.025759,AV AMERICAS Y REMIGIO CRESPO,ESTRELLAMIENTOS,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",AUTOMÓVIL,1,0,NO,2024,1,12,4,VIERNES,5.333055555555555,5,MADRUGADA,1,2,18.18,BAJO
2024-01-12,11:43:59.923000,CUENCA,CUENCA,URBANA,-2.906877,-79.010934,JUAN IÑIGUEZ Y PADRE JULIO MATOVELLE,CHOQUE LATERAL,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",AUTOMÓVIL,0,1,NO,2024,1,12,4,VIERNES,11.733055555555556,11,MANANA,1,2,18.18,BAJO
2024-01-12,17:25:59.923000,CUENCA,CUENCA,URBANA,-2.910719,-79.041207,JULIO VINUEZA Y CANTON BALSAS,ATROPELLOS,NO TRANSITAR POR LAS ACERAS O ZONAS DE SEGURIDAD DESTINADAS PARA EL EFECTO.,NO IDENTIFICADO,1,0,NO,2024,1,12,4,VIERNES,17.43305555555556,17,TARDE,1,7,63.64,MEDIO
2024-01-12,17:39:59.990000,CUENCA,CUENCA,URBANA,-2.890691,-78.999715,MARIANO CUEVA Y MUÑOZ VERNAZA,CHOQUE LATERAL,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",AUTOMÓVIL,0,0,NO,2024,1,12,4,VIERNES,17.66638888888889,17,TARDE,0,7,63.64,MEDIO
2024-01-13,14:43:59.923000,CUENCA,CUENCA,URBANA,-2.886901,-79.045563,MONSEÑOR LEONIDAS PROAÑO Y PASEO 3 DE NOVIEMBRE,CHOQUE LATERAL,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",MOTOCICLETA,2,0,NO,2024,1,13,5,SABADO,14.733055555555556,14,TARDE,2,3,27.27,BAJO
2024-01-13,16:19:59.952000,CUENCA,CUENCA,URBANA,-2.879935,-79.066876,ORDÓÑEZ LASSO Y DEL TEJAR,CHOQUE LATERAL,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CAMIÓN,0,0,NO,2024,1,13,5,SABADO,16.333055555555557,16,TARDE,0,3,27.27,BAJO
2024-01-13,22:39:00.086000,CUENCA,CUENCA,URBANA,-2.911454,-79.041299,JULIO VINUEZA Y MANUEL ARTURO CISNEROS,ESTRELLAMIENTOS,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",AUTOMÓVIL,0,0,NO,2024,1,13,5,SABADO,22.65,22,NOCHE,0,2,18.18,BAJO
2024-01-14,10:39:00.086000,CUENCA,CUENCA,URBANA,-2.861764,-79.037852,CAMINO A RACAR Y ANTONIO BORRERO VEGA,CHOQUE LATERAL,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,CAMIONETA,1,0,NO,2024,1,14,6,DOMINGO,10.65,10,MANANA,1,1,9.09,BAJO
2024-01-14,18:36:00.086000,CUENCA,CUENCA,URBANA,-2.882137,-78.989414,BARRIAL BLANCO Y ANTONIO NEUMANE,CHOQUE LATERAL,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",MOTOCICLETA,1,0,NO,2024,1,14,6,DOMINGO,18.6,18,NOCHE,1,2,18.18,BAJO
2024-01-15,06:09:00.086000,CUENCA,VALLE,RURAL,-2.930489,-78.967382,VIA AL VALLE Y SN,PÉRDIDA DE PISTA,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",AUTOMÓVIL,1,0,NO,2024,1,15,0,LUNES,6.15,6,MANANA,1,1,9.09,BAJO
2024-01-15,07:09:59.990000,CUENCA,CUENCA,URBANA,-2.913682,-78.985648,RED ESTATAL E35 KM 702 Y VIA AL VALLE,ATROPELLOS,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",AUTOMÓVIL,1,0,NO,2024,1,15,0,LUNES,7.166388888888889,7,MANANA,1,2,18.18,BAJO
2024-01-15,21:21:59.933000,CUENCA,CUENCA,URBANA,-2.907902,-79.028859,PRIMERO DE MAYO Y CIEZA DE LEON,ESTRELLAMIENTOS,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",AUTOMÓVIL,2,0,NO,2024,1,15,0,LUNES,21.366388888888892,21,NOCHE,2,3,27.27,BAJO
2024-01-15,22:32:59.971000,CUENCA,CUENCA,URBANA,-2.905828,-78.996463,HUAYNA CAPAC Y LARGA,CHOQUE LATERAL,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CAMIONETA,0,0,NO,2024,1,15,0,LUNES,22.549722222222226,22,NOCHE,0,3,27.27,BAJO
2024-01-16,18:33:59.990000,CUENCA,CUENCA,URBANA,-2.922344,-79.027498,RED ESTATAL E35 KM707 Y 12 DE OCTUBRE,CHOQUE LATERAL,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,VEHÍCULO DEPORTIVO UTILITARIO,0,0,NO,2024,1,16,1,MARTES,18.56638888888889,18,NOCHE,0,2,18.18,BAJO
2024-01-17,07:52:59.981000,CUENCA,CUENCA,URBANA,-2.890871,-78.956326,RED ESTATAL E35 KM 698 Y SN,COLISIÓN,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,NO IDENTIFICADO,0,0,NO,2024,1,17,2,MIERCOLES,7.883055555555556,7,MANANA,0,3,27.27,BAJO
2024-01-17,12:36:59.962000,CUENCA,SININCAY,URBANA,-2.877894,-79.012556,VIA A LAZARETO Y SN,ROZAMIENTOS,NO GUARDAR LA DISTANCIA LATERAL MÍNIMA DE SEGURIDAD ENTRE VEHÍCULOS.,MOTOCICLETA,2,0,NO,2024,1,17,2,MIERCOLES,12.616388888888888,12,TARDE,2,1,9.09,BAJO
2024-01-17,17:34:59.923000,CUENCA,CUENCA,URBANA,-2.896458,-79.025641,EDUARDO ARIAS RAMIREZ Y AV AMERICAS,ATROPELLOS,PEATÓN QUE CRUZA LA CALZADA SIN RESPETAR LA SEÑALIZACIÓN EXISTENTE (SEMÁFOROS O SEÑALES MANUALES).,AUTOMÓVIL,1,0,NO,2024,1,17,2,MIERCOLES,17.583055555555557,17,TARDE,1,4,36.36,BAJO
2024-01-17,19:19:59.952000,CUENCA,CUENCA,URBANA,-2.900803,-78.991681,GUAPONDELIG Y JUAN JOSÉ FLORES,ATROPELLOS,"PEATÓN TRANSITA BAJO INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",AUTOMÓVIL,0,0,NO,2024,1,17,2,MIERCOLES,19.333055555555557,19,NOCHE,0,5,45.45,MEDIO
2024-01-18,05:51:59.962000,CUENCA,CUENCA,URBANA,-2.913393,-79.030961,DON BOSCO Y LOJA,CHOQUE LATERAL,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",AUTOMÓVIL,2,0,NO,2024,1,18,3,JUEVES,5.866388888888888,5,MADRUGADA,2,2,18.18,BAJO
2024-01-18,07:21:59.962000,CUENCA,CUENCA,URBANA,-2.901006,-79.000449,JUAN JARAMILLO Y MARIANO CUEVA,CHOQUE LATERAL,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",MOTOCICLETA,2,0,NO,2024,1,18,3,JUEVES,7.366388888888888,7,MANANA,2,2,18.18,BAJO
2024-01-18,10:14:59.971000,CUENCA,CUENCA,URBANA,-2.892027,-79.011226,MIGUEL VELEZ Y SANGURIMA,ESTRELLAMIENTOS,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",NO IDENTIFICADO,1,0,NO,2024,1,18,3,JUEVES,10.249722222222221,10,MANANA,1,2,18.18,BAJO
2024-01-18,13:30:00.086000,CUENCA,CUENCA,URBANA,-2.904232,-78.994526,QUILLAÑAN Y GUAPONDELIG,CHOQUE LATERAL,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",AUTOMÓVIL,0,0,NO,2024,1,18,3,JUEVES,13.5,13,TARDE,0,2,18.18,BAJO
2024-01-19,01:12:00.086000,CUENCA,CUENCA,URBANA,-2.871788,-78.945671,PANAMERICANA NORTE Y SN,PÉRDIDA DE CARRIL,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",MOTOCICLETA,0,1,NO,2024,1,19,4,VIERNES,1.2,1,MADRUGADA,1,2,18.18,BAJO
2024-01-19,09:41:59.942000,CUENCA,CUENCA,URBANA,-2.885914,-78.972843,PASEO MILCHICHIG Y HUANCAVILCAS,PÉRDIDA DE PISTA,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",NO IDENTIFICADO,0,0,NO,2024,1,19,4,VIERNES,9.699722222222222,9,MANANA,0,2,18.18,BAJO
2024-01-19,14:51:00.086000,CUENCA,CUENCA,URBANA,-2.896657,-79.019492,UNIDAD NACIONAL Y DEL BATÁN,ATROPELLOS,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",MOTOCICLETA,1,0,NO,2024,1,19,4,VIERNES,14.85,14,TARDE,1,7,63.64,MEDIO
