FECHA;HORA;RANGO_HORARIO;PARROQUIA;ZONA;FERIADO;RIESGO_PORCENTAJE;NIVEL_RIESGO;REFERENCIA_HISTORICA;CAUSA_MAS_FRECUENTE;SINIESTRO_MAS_FRECUENTE;VEHICULO_MAS_FRECUENTE;PROMEDIO_LESIONADOS;PROMEDIO_FALLECIDOS;LATITUD;LONGITUD
2025-09-10;16;TARDE;CUENCA;URBANA;NO;64,84;MEDIO;Coincidencia exacta;NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).;CHOQUE LATERAL;MOTOCICLETA;1,3;0,1;-2,8965405;-79,0067313
