MES,DIA_SEMANA,RANGO_HORARIO,PARROQUIA,ZONA,FERIADO,NUM_ACCIDENTES,CAUSA_MAS_FRECUENTE,SINIESTRO_MAS_FRECUENTE,VEHICULO_MAS_FRECUENTE,PROMEDIO_LESIONADOS,PROMEDIO_FALLECIDOS,PROMEDIO_VICTIMAS,LATITUD_PROMEDIO,LONGITUD_PROMEDIO
9,5,NOCHE,LLACAO,RURAL,NO,1,NO RESPETAR LAS SEÑALES MANUALES DEL AGENTE DE TRÁNSITO.,PÉRDIDA DE PISTA,NO IDENTIFICADO,0.0,0.0,0.0,-2.837275,-78.941731
9,5,NOCHE,QUINGEO,RURAL,NO,1,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,NO IDENTIFICADO,0.0,1.0,1.0,-3.039597,-78.942561
9,5,NOCHE,SAYAUSI,RURAL,NO,1,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",VOLCAMIENTOS,NO IDENTIFICADO,0.0,1.0,1.0,-2.829833,-79.135694
9,5,NOCHE,VALLE,RURAL,NO,1,PEATÓN QUE CRUZA LA CALZADA SIN RESPETAR LA SEÑALIZACIÓN EXISTENTE (SEMÁFOROS O SEÑALES MANUALES).,ARROLLAMIENTOS,NO IDENTIFICADO,0.0,0.0,0.0,-2.928102,-78.971901
9,5,TARDE,CUENCA,URBANA,NO,4,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",PÉRDIDA DE CARRIL,MOTOCICLETA,0.75,0.25,1.0,-2.90238875,-79.00513925
9,5,TARDE,MOLLETURO,RURAL,NO,1,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PÉRDIDA DE CARRIL,CAMIÓN,0.0,0.0,0.0,-2.801638,-79.304444
9,6,MADRUGADA,CHIQUINTAD,RURAL,NO,1,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PÉRDIDA DE PISTA,NO IDENTIFICADO,1.0,0.0,1.0,-2.818672,-78.992601
9,6,MADRUGADA,CUENCA,URBANA,NO,2,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,AUTOMÓVIL,0.0,0.0,0.0,-2.906897,-79.02345399999999
9,6,MADRUGADA,RICAURTE (CUENCA),RURAL,NO,1,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,AUTOMÓVIL,1.0,0.0,1.0,-2.867355,-78.956971
9,6,MADRUGADA,TARQUI (CUENCA),RURAL,NO,1,CONDUCIR EN SENTIDO CONTRARIO A LA VÍA NORMAL DE CIRCULACIÓN.,CHOQUE FRONTAL,MOTOCICLETA,1.0,0.0,1.0,-3.015029,-79.039354
9,6,MANANA,CUENCA,URBANA,NO,5,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,AUTOMÓVIL,1.0,0.0,1.0,-2.8972752,-79.0116794
9,6,MANANA,LLACAO,RURAL,NO,1,CONDUCIR EN SENTIDO CONTRARIO A LA VÍA NORMAL DE CIRCULACIÓN.,CHOQUE FRONTAL,CAMIONETA,1.0,0.0,1.0,-2.840751,-78.881278
9,6,MANANA,RICAURTE (CUENCA),RURAL,NO,1,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,CAMIONETA,0.0,1.0,1.0,-2.864366,-78.959904
9,6,MANANA,SININCAY,RURAL,NO,1,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CHOQUE FRONTAL,AUTOMÓVIL,2.0,0.0,2.0,-2.860899,-79.025066
9,6,MANANA,SININCAY,URBANA,NO,1,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PÉRDIDA DE PISTA,NO IDENTIFICADO,1.0,0.0,1.0,-2.845582,-78.993472
9,6,NOCHE,BAÑOS (CUENCA),RURAL,NO,1,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PÉRDIDA DE CARRIL,CAMIONETA,4.0,0.0,4.0,-2.939889,-79.046833
9,6,NOCHE,CUENCA,URBANA,NO,3,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,AUTOMÓVIL,0.67,0.0,0.67,-2.8983753333333335,-78.99079066666667
9,6,NOCHE,LLACAO,RURAL,NO,1,PEATÓN QUE CRUZA LA CALZADA SIN RESPETAR LA SEÑALIZACIÓN EXISTENTE (SEMÁFOROS O SEÑALES MANUALES).,ESTRELLAMIENTOS,AUTOMÓVIL,0.0,0.0,0.0,-2.848121,-78.923007
9,6,NOCHE,OCTAVIO CORDERO PALACIOS,RURAL,NO,1,PEATÓN QUE CRUZA LA CALZADA SIN RESPETAR LA SEÑALIZACIÓN EXISTENTE (SEMÁFOROS O SEÑALES MANUALES).,ATROPELLOS,MOTOCICLETA,2.0,0.0,2.0,-2.7686,-78.967318
9,6,NOCHE,PACCHA (CUENCA),RURAL,NO,1,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",ATROPELLOS,NO IDENTIFICADO,1.0,0.0,1.0,-2.913731,-78.937031
9,6,NOCHE,VALLE,RURAL,NO,1,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PÉRDIDA DE CARRIL,AUTOMÓVIL,0.0,0.0,0.0,-2.924654,-78.976691
9,6,NOCHE,VICTORIA DEL PORTETE,RURAL,NO,1,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PÉRDIDA DE CARRIL,VEHÍCULO DEPORTIVO UTILITARIO,0.0,0.0,0.0,-3.053611,-79.047222
9,6,TARDE,BAÑOS (CUENCA),RURAL,NO,1,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,CAMIONETA,0.0,0.0,0.0,-2.939528,-79.046917
9,6,TARDE,CUENCA,URBANA,NO,5,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,VEHÍCULO DEPORTIVO UTILITARIO,0.2,0.0,0.2,-2.9024328,-79.0088014
10,0,MADRUGADA,CUENCA,URBANA,NO,1,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",PÉRDIDA DE CARRIL,CAMIONETA,0.0,0.0,0.0,-2.898772,-79.037002
10,0,MANANA,CUENCA,URBANA,NO,4,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",ATROPELLOS,VEHÍCULO DEPORTIVO UTILITARIO,1.0,0.0,1.0,-2.90502275,-79.0229535
10,0,MANANA,RICAURTE (CUENCA),URBANA,NO,1,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,CAMIONETA,1.0,0.0,1.0,-2.863611,-78.95869
10,0,MANANA,SAYAUSI,RURAL,NO,1,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,AUTOMÓVIL,1.0,0.0,1.0,-2.8575,-79.094139
10,0,NOCHE,CUENCA,URBANA,NO,2,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE FRONTAL,AUTOMÓVIL,1.5,0.0,1.5,-2.912622,-79.0103055
10,0,NOCHE,OCTAVIO CORDERO PALACIOS,URBANA,NO,1,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",ESTRELLAMIENTOS,NO IDENTIFICADO,1.0,0.0,1.0,-2.796272,-78.949085
10,0,NOCHE,RICAURTE (CUENCA),URBANA,NO,1,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,MOTOCICLETA,1.0,0.0,1.0,-2.86371,-78.962528
10,0,TARDE,CUENCA,URBANA,NO,2,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,ATROPELLOS,MOTOCICLETA,0.5,0.0,0.5,-2.907858,-79.00186099999999
10,0,TARDE,MOLLETURO,RURAL,NO,1,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,VEHÍCULO DEPORTIVO UTILITARIO,0.0,0.0,0.0,-2.774333,-79.25055
10,0,TARDE,VICTORIA DEL PORTETE,RURAL,NO,1,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ARROLLAMIENTOS,CAMIÓN,1.0,0.0,1.0,-3.101583,-79.11666
10,1,MADRUGADA,CUENCA,URBANA,NO,2,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,AUTOMÓVIL,1.0,0.0,1.0,-2.8847810000000003,-79.005207
10,1,MANANA,BAÑOS (CUENCA),RURAL,NO,1,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PÉRDIDA DE CARRIL,CAMIONETA,0.0,0.0,0.0,-2.941666,-79.04583
10,1,MANANA,CUENCA,URBANA,NO,2,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO A VEHÍCULOS.,ATROPELLOS,MOTOCICLETA,0.5,0.5,1.0,-2.9094765000000002,-79.0255935
10,1,MANANA,SAYAUSI,RURAL,NO,1,NO GUARDAR LA DISTANCIA LATERAL MÍNIMA DE SEGURIDAD ENTRE VEHÍCULOS.,ROZAMIENTOS,CAMIONETA,0.0,0.0,0.0,-2.849613,-79.110805
10,1,MANANA,TARQUI (CUENCA),RURAL,NO,1,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,AUTOMÓVIL,0.0,0.0,0.0,-2.997917,-79.046194
10,1,NOCHE,CUENCA,RURAL,NO,1,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,MOTOCICLETA,3.0,0.0,3.0,-2.540277,-80.61694
10,1,NOCHE,CUENCA,URBANA,NO,4,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,AUTOMÓVIL,1.5,0.0,1.5,-2.9044462500000003,-79.000167
10,1,NOCHE,RICAURTE (CUENCA),URBANA,NO,1,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",ATROPELLOS,NO IDENTIFICADO,0.0,0.0,0.0,-2.870802,-78.972301
10,1,TARDE,CUENCA,URBANA,NO,2,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,AUTOMÓVIL,0.0,0.0,0.0,-2.9020325,-79.0229975
10,1,TARDE,LLACAO,URBANA,NO,1,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,VEHÍCULO DEPORTIVO UTILITARIO,1.0,0.0,1.0,-2.840861,-78.908604
10,2,MANANA,CUENCA,RURAL,NO,1,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CAÍDA DE PASAJERO,NO IDENTIFICADO,0.0,0.0,0.0,-2.873323,-79.001727
10,2,MANANA,SAYAUSI,RURAL,NO,1,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PÉRDIDA DE CARRIL,CAMIÓN,0.0,0.0,0.0,-2.780447,-79.236303
10,2,MANANA,TARQUI (CUENCA),RURAL,NO,1,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,CAMIONETA,0.0,0.0,0.0,-2.988333,-79.04611
10,2,NOCHE,CUENCA,URBANA,NO,1,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,MOTOCICLETA,2.0,0.0,2.0,-2.912825,-78.990707
10,2,NOCHE,SININCAY,RURAL,NO,1,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,VEHÍCULO DEPORTIVO UTILITARIO,1.0,0.0,1.0,-2.854871,-79.036024
10,2,TARDE,CUENCA,URBANA,NO,5,DISPOSITIVO REGULADOR DE TRÁNSITO EN MAL ESTADO DE FUNCIONAMIENTO (SEMÁFORO).,CHOQUE LATERAL,AUTOMÓVIL,0.8,0.0,0.8,-2.9023544,-79.01746560000001
10,2,TARDE,MOLLETURO,RURAL,NO,1,NO GUARDAR LA DISTANCIA LATERAL MÍNIMA DE SEGURIDAD ENTRE VEHÍCULOS.,ROZAMIENTOS,CAMIONETA,0.0,0.0,0.0,-2.80875,-79.321833
10,2,TARDE,RICAURTE (CUENCA),RURAL,NO,1,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,VEHÍCULO DEPORTIVO UTILITARIO,0.0,0.0,0.0,-2.864569,-78.968632
10,2,TARDE,SAYAUSI,RURAL,NO,1,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PÉRDIDA DE CARRIL,CAMIÓN,0.0,0.0,0.0,-2.778333,-79.23027
10,3,MADRUGADA,CUENCA,URBANA,NO,1,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",PÉRDIDA DE CARRIL,VEHÍCULO DEPORTIVO UTILITARIO,0.0,0.0,0.0,-2.89016,-78.963843
10,3,MADRUGADA,TARQUI (CUENCA),RURAL,NO,1,CONDUCIR EN SENTIDO CONTRARIO A LA VÍA NORMAL DE CIRCULACIÓN.,CHOQUE FRONTAL,CAMIONETA,0.0,0.0,0.0,-3.028277,-79.04008
10,3,MANANA,CUENCA,URBANA,NO,8,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",ATROPELLOS,AUTOMÓVIL,0.88,0.0,0.88,-2.88900325,-78.994694
10,3,NOCHE,CUENCA,URBANA,NO,2,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,BICICLETA,2.0,0.0,2.0,-2.9081325,-79.0016545
10,3,TARDE,BAÑOS (CUENCA),RURAL,NO,1,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,VEHÍCULO DEPORTIVO UTILITARIO,1.0,0.0,1.0,-2.957777,-79.04938
10,3,TARDE,CUENCA,URBANA,NO,6,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,CAMIONETA,1.17,0.0,1.17,-2.9042716666666664,-79.00420166666667
10,4,MADRUGADA,CUENCA,URBANA,NO,1,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,VEHÍCULO DEPORTIVO UTILITARIO,0.0,0.0,0.0,-2.898981,-78.967168
10,4,MADRUGADA,CUENCA,URBANA,SI,1,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",PÉRDIDA DE PISTA,AUTOMÓVIL,0.0,0.0,0.0,-2.899435,-78.968889
10,4,MANANA,CUENCA,URBANA,NO,2,CONDUCIR VEHÍCULO SUPERANDO LOS LÍMITES MÁXIMOS DE VELOCIDAD.,ATROPELLOS,AUTOMÓVIL,0.5,0.0,0.5,-2.887686,-79.0056905
10,4,MANANA,CUENCA,URBANA,SI,1,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",ATROPELLOS,NO IDENTIFICADO,0.0,0.0,0.0,-2.903034,-78.996771
10,4,MANANA,MOLLETURO,RURAL,NO,1,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PÉRDIDA DE CARRIL,CAMIÓN,0.0,0.0,0.0,-2.712703,-79.452628
10,4,MANANA,MOLLETURO,RURAL,SI,1,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,CAMIÓN,0.0,0.0,0.0,-2.707944,-79.44447
10,4,MANANA,RICAURTE (CUENCA),RURAL,NO,1,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,VEHÍCULO DEPORTIVO UTILITARIO,0.0,0.0,0.0,-2.870906,-78.969564
10,4,MANANA,TARQUI (CUENCA),RURAL,SI,2,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,AUTOMÓVIL,0.5,0.0,0.5,-3.01333,-79.040014
10,4,NOCHE,BAÑOS (CUENCA),RURAL,SI,1,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,AUTOMÓVIL,0.0,0.0,0.0,-2.937799,-79.046407
10,4,NOCHE,CUENCA,URBANA,NO,2,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,CAMIONETA,1.0,0.0,1.0,-2.920291,-79.04946050000001
10,4,NOCHE,CUENCA,URBANA,SI,1,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",ESTRELLAMIENTOS,AUTOMÓVIL,0.0,0.0,0.0,-2.913093,-79.036862
10,4,NOCHE,SAYAUSI,RURAL,NO,1,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PÉRDIDA DE CARRIL,CAMIÓN,0.0,0.0,0.0,-2.787806,-79.199944
10,4,NOCHE,VALLE,RURAL,NO,1,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,VEHÍCULO DEPORTIVO UTILITARIO,0.0,0.0,0.0,-2.934939,-78.957459
10,4,TARDE,CUENCA,URBANA,NO,4,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,AUTOMÓVIL,0.25,0.0,0.25,-2.912322,-79.0241025
10,4,TARDE,MOLLETURO,RURAL,SI,2,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,CAMIÓN,0.5,0.0,0.5,-2.7248885,-79.425333
10,4,TARDE,TURI,RURAL,NO,1,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,NO IDENTIFICADO,0.0,0.0,0.0,-2.922344,-79.009513
10,5,MADRUGADA,CUENCA,URBANA,NO,4,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,AUTOMÓVIL,2.25,0.0,2.25,-2.899135,-79.00171125
10,5,MADRUGADA,RICAURTE (CUENCA),RURAL,NO,1,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE FRONTAL,MOTOCICLETA,2.0,0.0,2.0,-2.864418,-78.965285
10,5,MADRUGADA,VALLE,URBANA,NO,1,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",ATROPELLOS,AUTOMÓVIL,1.0,0.0,1.0,-2.936435,-78.96639
10,5,MANANA,CUENCA,URBANA,SI,1,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO AL PEATÓN.,ATROPELLOS,CAMIONETA,1.0,0.0,1.0,-2.898032,-79.004149
10,5,NOCHE,CUENCA,RURAL,SI,1,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",PÉRDIDA DE CARRIL,AUTOMÓVIL,4.0,0.0,4.0,-2.869338,-79.002004
10,5,NOCHE,CUENCA,URBANA,NO,6,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,MOTOCICLETA,0.67,0.33,1.0,-2.8917436666666667,-79.0139515
10,5,NOCHE,RICAURTE (CUENCA),RURAL,NO,1,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,NO IDENTIFICADO,1.0,0.0,1.0,-2.853961,-78.971535
10,5,NOCHE,VICTORIA DEL PORTETE,RURAL,NO,1,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,CAMIONETA,0.0,0.0,0.0,-3.118333,-79.09333
10,5,TARDE,CUENCA,URBANA,NO,2,NO GUARDAR LA DISTANCIA LATERAL MÍNIMA DE SEGURIDAD ENTRE VEHÍCULOS.,ATROPELLOS,AUTOMÓVIL,1.0,0.0,1.0,-2.8635325,-78.986013
10,5,TARDE,CUENCA,URBANA,SI,1,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,SCOOTER ELÉCTRICO,0.0,0.0,0.0,-2.874417,-78.983653
10,5,TARDE,CUMBE,RURAL,SI,1,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,AUTOMÓVIL,0.0,0.0,0.0,-3.043889,-79.044444
10,5,TARDE,RICAURTE (CUENCA),URBANA,NO,1,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",ESTRELLAMIENTOS,AUTOMÓVIL,0.0,0.0,0.0,-2.871695,-78.966007
